id,OrderableName,DosageForm,IvFlag,InactiveDate,DayOrDoseLimit,DefaultMedRoute,ScheduleType,Schedule,Synonym,FormularyStatus,AlertMsg,PatientInstructions,AssociatedImmunization,MedRoutes
195,PRAZOSIN,"CAP,ORAL",,,30D,ORAL,,BID,"[""MINIPRESS""]",,[],FOR PROSTATE *MAY CAUSE DIZZINESS*,,[]
196,DIPYRIDAMOLE,TAB,,,7D,,,TID,"[""PERSANTINE""]",,[],FOR BLOOD THINNER,,[]
197,ISOSORBIDE DINITRATE,"TAB,ORAL",,,30D,,,TID,"[""ISORDIL""]",N/F,[],TPCP,,[]
198,NITROGLYCERIN,"TAB,SUBLINGUAL",,,30D,ORAL SUBLINGUAL,,UD FCP,"[""NITROSTAT""]",,[],*MAY REPEAT EVERY 5 MINUTES (MAX 3 TABLETS/15 MIN)*,,[]
199,ZZ NITROGLYCERIN 2%,"OINT,TOP",,"MAY 5,2014",,TOPICAL,,BID,[],,[],MAY CAUSE HEADACHES OR PERIANAL ITCHING,,[]
200,ENFLURANE,"LIQUID,INHL",,,30D,ORAL INHALATION,,AS DIRECTED,"[""ETHRANE""]",,[],,,[]
201,KETAMINE 50MG/ML,"INJ,SOLN",,,4D,INTRAVENOUS,,UD,"[""KETALAR""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
202,ACETAMINOPHEN,TAB,,,30D,ORAL,,Q6H,"[""APAP"", ""TYLENOL""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FPA MAX8,,[]
203,ACETAMINOPHEN 120MG,"SUPP,RTL",,,30D,RECTAL,,Q6H PRN,"[""TYLENOL""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FOR FEVER OR PAIN,,[]
204,ASPIRIN NON-EC,TAB,,,30D,ORAL,,DAILY,[],,[],,,[]
205,CODEINE,TAB,,,3D,ORAL,,Q6H PRN,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
206,COLCHICINE,TAB,,,30D,ORAL,,DAILY,"[""COLCRYS""]",,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",FGO,,[]
207,METHADONE,TAB,,,3D,ORAL,,Q8H,"[""DOLOPHINE""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FPA,,[]
208,MORPHINE 2MG/ML **PED**,INJ,,,3D,IV PUSH,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",FOR SEVERE PAIN,,[]
209,NAPROXEN,TAB,,,30D,ORAL,,BID PRN,"[""NAPROSYN""]",,[],FPA,,[]
210,SALSALATE,TAB,,,30D,ORAL,,BID,"[""DISALCID""]",,[],WITH FOOD,,[]
211,FENTANYL,"INJ,SOLN",,,3D,IV PUSH,,ONCE,"[""SUBLIMAZE""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
212,ZZ ACETAMINOPHEN/OXYCODONE,TAB,,"DEC 16,2015",,,,Q6H,[],,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",PRN F SEVERE PAIN,,[]
213,NALOXONE,"INJ,SOLN",,,30D,IV PUSH,,NOW,"[""NARCAN""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
214,CARBAMAZEPINE,TAB,,,30D,ORAL,,BID,"[""TEGRETOL""]",,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",WITH FOOD TPS *MAY CAUSE DROWSINESS*,,[]
215,ZZ MAGNESIUM SULFATE,"INJ,SOLN",,"SEP 4,2012",,INTRAVENOUS,,ONCE,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
216,PHENYTOIN,"CAP,SA",,,30D,ORAL,,BID,"[""DILANTIN""]",,"[""HAZARDOUS""]",TPS,,[]
217,PHENYTOIN,"INJ,SOLN",,,30D,INTRAVENOUS,,UD,"[""DILANTIN""]",,"[""HAZARDOUS""]",TPS,,[]
218,ZZ PHENYTOIN,SUSP,,"FEB 26,2010",,,,TID,[],,[],TPS,,[]
219,PRIMIDONE,TAB,,,30D,ORAL,,HS,"[""MYSOLINE""]",N/F,[],,,[]
220,DOXEPIN,"CAP,ORAL",,,30D,ORAL,,HS,"[""SINEQUAN""]",,[],FOR ANXIETY,,[]
221,IMIPRAMINE,TAB,,,30D,ORAL,,TID,"[""TOFRANIL""]",,[],MAY CAUSE DROWSINESS,,[]
222,CHLORDIAZEPOXIDE,"CAP,ORAL",,,,ORAL,,TID,"[""LIBRIUM""]",,"[""LOOK ALIKE SOUND ALIKE""]",MAY CAUSE DROWSINESS,,[]
223,CHLORPROMAZINE 25MG/ML,"INJ,SOLN",,,30D,IV PUSH,,Q4H,"[""THORAZINE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
224,CHLORPROMAZINE,TAB,,,30D,ORAL,,BID,"[""THORAZINE""]",,"[""LOOK ALIKE SOUND ALIKE""]",TO IMPROVE MOOD.,,[]
225,DIAZEPAM,TAB,,,,ORAL,,Q6H PRN,"[""VALIUM""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
226,FLUPHENAZINE,TAB,,,30D,ORAL,,Q8H,"[""PROLIXIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
227,HALOPERIDOL 5MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,Q4H PRN,"[""HALDOL""]",,[],,,[]
228,THIORIDAZINE,TAB,,,30D,ORAL,,BID,"[""MELLARIL""]",,[],,,[]
229,TRIFLUOPERAZINE,TAB,,,30D,ORAL,,BID,"[""STELAZINE""]",,[],,,[]
230,ZZ LITHIUM,TAB,,"JUL 13,2010",,,,,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
231,METHYLPHENIDATE,TAB,,,3D,ORAL,,QAM,"[""RITALIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",TO IMPROVE FOCUS AND BEHAVIOR.,,[]
232,ZZ FLURAZEPAM,"CAP,ORAL",,"SEP 4,2018",4D,ORAL,,AS DIRECTED,[],,[],PRN FOR AID IN SLEEPING,,[]
233,PHENOBARBITAL 20MG/5ML,ELIXIR,,,,ORAL,,BID,[],,"[""LOOK ALIKE SOUND ALIKE""]",TPS,,[]
234,PHENOBARBITAL,TAB,,,,ORAL,,BID,[],,"[""LOOK ALIKE SOUND ALIKE""]",TPS,,[]
235,ZZ PROMETHAZINE 25MG/ML AMP,"INJ,SOLN",,"NOV 9,2016",30D,IV PUSH,,Q6H,[],,[],,,[]
236,THIOPENTAL,"INJ,SOLN",,,4D,INTRAVENOUS,,UD,"[""PENTOTHAL""]",,[],,,[]
237,ZZ MUMPS SKIN TEST,INJ,,"FEB 19,2008",,,,,[],,[],,,[]
238,ZZ IO,TAB,,"MAY 25,2016",30D,ORAL,,AS DIRECTED,[],,[],,,[]
239,DEXTROSE 50%,"INJ,SOLN",,,30D,IV PUSH,,,"[""D50"", ""DEXTROSE BRISTOJECT""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
240,DEXTROSE 5% IN 1/4NS,"INJ,SOLN",,,30D,INTRAVENOUS,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
241,FUROSEMIDE 10MG/ML,"INJ,SOLN",,,30D,IV PUSH,,BID,"[""LASIX""]",,[],,,[]
242,HYDROCHLOROTHIAZIDE,TAB,,,30D,ORAL,,DAILY,"[""HCTZ"", ""HYDRODIURIL""]",,"[""LOOK ALIKE SOUND ALIKE""]",FBP,,[]
243,ZZ SORBITOL 70%,"SOLN,ORAL",,"JUN 16,2020",30D,ORAL,,AS DIRECTED,[],,[],,,[]
244,SPIRONOLACTONE,TAB,,,30D,ORAL,,QDAY,"[""ALDACTONE""]",,"[""HAZARDOUS""]",FOR EXCESS FLUID,,[]
245,ACETIC ACID 0.25%,"SOLN,IRRG",,,30D,IRRIGATION,,AS DIRECTED,[],,[],,,[]
246,PROBENECID,TAB,,,30D,,,DAILY,"[""BENEMID""]",,"[""LOOK ALIKE SOUND ALIKE""]",WITH FOOD OR ANTACID FOR GOUT,,[]
247,GUAIFENESIN 100MG/5ML,SYRUP,,,,ORAL,,Q6H PRN,"[""ROBITUSSIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",TO LOOSEN MUCUS,,[]
248,GENTAMICIN 0.3%,"OINT,OPH",,,30D,OPHTHALMIC TOPICAL,,TID,"[""GARAMYCIN""]",N/F,"[""LOOK ALIKE SOUND ALIKE""]",FINF,,[]
249,ZZ GENTAMICIN,"SOLN,OPH",,"MAR 1,2005",,OPHTHALMIC,,Q24H,[],,"[""LOOK ALIKE SOUND ALIKE""]",FINF,,[]
250,SILVER SULFADIAZENE 1%,"CREAM,TOP",,,30D,TOPICAL,,UD,"[""SILVADENE"", ""THERMAZENE""]",,[],TO HELP HEAL BURNS.,,[]
251,FLUOROMETHOLONE 0.1%,"SUSP,OPH",,,30D,OPHTHALMIC,,Q2H,"[""FLUOR-OP"", ""FML""]",,[],,,[]
252,ZZ PREDNISOLONE,"SUSP,OPH",,"FEB 21,2005",,OPHTHALMIC,,Q4H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
253,PROPARACAINE,"SOLN,OPH",,,30D,OPHTHALMIC,,ONCE,"[""ALCAINE""]",,[],,,[]
254,ZZ PILOCARIPINE 0.5%,"SOLN,OPH",,"AUG 24,2015",,OPHTHALMIC,,6XD,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",FGL,,[]
255,ATROPINE 1%,"SOLN,OPH",,,30D,OPHTHALMIC,,BID,[],,[],,,[]
256,ZZ OXYMETAZOLINE,"SOLN,NASAL",,"AUG 9,2005",,NASAL,,BID,[],,[],PRN FOR CONGESTION (LIMIT 3 DAYS),,[]
257,FLUORESCEIN,"STRIP,OPH",,,30D,OPHTHALMIC,,UD,"[""FLUOR-I-STRIP"", ""FLUORETS""]",,[],,,[]
258,FLUORSESCEIN 0.25% / BENOXINATE 0.4%,"SOLN,OPH",,,30D,OPHTHALMIC,,AS DIRECTED,"[""FLURESS""]",,[],,,[]
259,ZZ KAOLIN/PECTIN,"SUSP,ORAL",,"FEB 25,2009",,,,UD,[],,[],,,[]
260,BISACODYL,"TAB,EC",,,30D,ORAL,,DAILY,"[""DULCOLAX""]",,[],FOR LAXATIVE,,[]
261,BISACODYL,"SUPP,RTL",,,30D,RECTAL,,DAILY,"[""DULCOLAX""]",,[],FOR LAXATIVE,,[]
262,ZZ CASTOR OIL,LIQUID,,"SEP 4,2018",30D,,,ONCE,[],,[],,,[]
263,GLYCERIN,"SUPP,RTL",,,30D,RECTAL,,DAILY,[],,[],,,[]
264,PSYLLIUM,"POWDER,ORAL",,,30D,ORAL,,QAM,"[""FIBER"", ""METAMUCIL""]",,[],- MIXED IN 8OZ LIQUID F CONSTIPATION,,[]
265,ZZ AMYLASE/LIPASE/PROTEASE,"CAP,ORAL",,"MAR 30,2005",,,,,[],,[],,,[]
266,IPECAC,SYRUP,,"SEP 24,2020",30D,,,ONCE,[],,[],,,[]
267,MECLIZINE,"TAB,CHEWABLE",,,30D,ORAL,,TID PRN,"[""ANTIVERT""]",N/F,[],F DIZZINESS,,[]
268,ZZ GOLD,INJ,,"FEB 6,2008",,,,,[],,[],,,[]
269,ZZ DEFEROXAMINE,"INJ,SOLN",,"DEC 26,2007",,INTRAVENOUS,,UD,[],,[],,,[]
270,DIMERCAPROL 10%,"INJ,SOLN",,,30D,INTRAMUSCULAR,,AS DIRECTED,"[""BAL IN OIL""]",,[],,,[]
271,PENICILLAMINE,"CAP,ORAL",,"AUG 16,2020",30D,ORAL,,Q6H,"[""CUPRIMINE""]",,[],ON EMPTY STOMACH,,[]
272,DEXAMETHASONE,TAB,,,30D,ORAL,,BID,"[""DECADRON""]",,"[""LOOK ALIKE SOUND ALIKE""]",WITH FOOD,,[]
273,DEXAMETHASONE 4MG/ML,"INJ,SOLN",,,30D,IV PUSH,,UD,"[""DECADRON""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,"[""ORAL"", ""INTRAVENOUS"", ""INTRAMUSCULAR"", ""SUBCUTANEOUS""]"
274,FLUDROCORTISONE,TAB,,,30D,ORAL,,DAILY,"[""FLORINEF""]",,[],,,[]
275,ZZ METHYLPREDNISOLONE,"INJ,SUSP",,"OCT 8,2010",,INTRAVENOUS,,UD,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
276,ZZ DIETHYLSTILBESTROL,TAB,,"FEB 19,2008",,,,,[],,[],,,[]
277,ESTROGENS CONJUGATED,TAB,,,30D,ORAL,,DAILY,"[""PREMARIN""]",N/F,"[""HAZARDOUS""]",FE,,[]
278,ZZ CHLORPROPAMIDE,TAB,,"APR 15,2012",,ORAL,,QAM,[],N/F,[],FDM,,[]
279,GLUCAGON 1MG/ML,INJ,,,30D,INTRAMUSCULAR,,ONCE,[],,[],FOR HYPOGLYCEMIA,,[]
280,TOLBUTAMIDE,TAB,,,30D,ORAL,,QAM,"[""ORINASE""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FDM,,[]
281,CALCIUM GLUCONATE 100MG/ML,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,[],,[],,,[]
282,MEDROXYPROGESTERONE,TAB,,,30D,ORAL,,DAILY,"[""PROVERA""]",,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",F HORMONE REPLACEMENT,,[]
283,LEVOTHYROXINE,TAB,,,30D,ORAL,,2HR BEFORE BREAKFAST,"[""LEVOXYL"", ""SYNTHROID""]",,"[""LOOK ALIKE SOUND ALIKE""]",FTH,,[]
284,ZZ BUPIVACAINE,"INJ,SOLN",,"MAR 12,2014",,,,UD,[],,[],,,[]
285,ETHYL CHLORIDE,"AEROSOL,TOP",,,30D,TOPICAL,,UD,[],,[],,,[]
286,ZZ LIDOCAINE 2% SYRINGE,INJ,,"AUG 16,2005",7D,INTRAVENOUS,PRN,UD,"[""XYLOCAINE""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
287,LIDOCAINE 5%/DEXTROSE 7.5%,"INJ,SOLN",,,30D,INTRAVENOUS,,AS DIRECTED,"[""XYLOCAINE SPINAL""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
288,OXYTOCIN 10 UNITS/ML,"INJ,SOLN",,,30D,INTRAVENOUS,,,"[""PITOCIN""]",,"[""HAZARDOUS"", ""HIGH RISK HIGH ALERT""]",,,[]
289,"GLOBULIN,IMMUNE","INJ,SOLN",,,30D,SUBCUTANEOUS,,,"[""GAMAGLOBULIN"", ""GAMMAR"", ""HIZENTRA""]",N/F,[],*SUCUTANEOUS ADMNISITRATION ONLY*,,[]
290,TETANUS IMMUNE GLOBULIN,INJ,,,30D,INTRAMUSCULAR,,AS DIRECTED,"[""HYPER TET"", ""HYPERTET""]",,[],,,[]
291,BACITRACIN,"OINT,TOP",,,30D,TOPICAL,,UD,[],,[],TO TREAT INFECTION.,,[]
292,ZZ SELENIUM,SHAMPOO,,"AUG 16,2005",,TOPICAL HAIR-SCALP,,UD,[],,[],,,[]
293,ISOPROPYL ALCOHOL 70%,"LIQUID,TOP",,,30D,TOPICAL,,UD,"[""ALCOHOL"", ""PADS""]",,[],TO CLEAN INJECTION SITE.,,[]
294,VITAMIN A & D,"OINT,TOP",,,30D,TOPICAL,,QID PRN,"[""A & D"", ""VITAMIN A & D""]",,[],WITH EACH DIAPER CHANGE,,[]
295,ZZ MINERAL OIL,"OIL,TOP",,"MAR 13,2005",,TOPICAL,,UD,[],,[],,,[]
296,MEXILETINE,"CAP,ORAL",,,,ORAL,,BID,[],N/F,[],FH,,[]
297,ZZ CEFIXIME,TAB,,"MAY 25,2016",7D,ORAL,,DAILY,[],,[],,,[]
298,IBUPROFEN 100MG/5ML,SUSP,,,30D,ORAL,,Q6H PRN,"[""MOTRIN"", ""PEDIAPROFEN""]",,"[""IBUPROFEN 100MG/5ML""]",FOR PAIN OR FEVER,,[]
299,ZZ CALCIUM ACETATE,TAB,,"JAN 20,2009",,,,TID,[],,[],WITH MEALS,,[]
300,CARBAMAZEPINE 100MG/5ML,"SUSP,ORAL",,,30D,ORAL,,BID,"[""TEGRETOL""]",,"[""LOOK ALIKE SOUND ALIKE""]",TPS,,[]
301,ZZ ENSURE,"LIQUID,ORAL",,"FEB 26,2010",,,,BID,[],,[],,,[]
302,ZZ PEDIASURE,LIQUID,,"NOV 15,2017",,,,TID,[],,[],,,[]
303,FLUCONAZOLE,TAB,,,7D,ORAL,,QDAY,"[""DIFLUCAN""]",,"[""HAZARDOUS""]",,,[]
304,ZZ CARBIDOPA/LEVODOPA,TAB,,"MAY 11,2009",,,,QID,[],,[],ON EMPTY STOMACH IF TOLERABLE,,[]
305,NORETHINDRONE 1MG/EE 0.035MG,TAB,,,30D,ORAL,,DAILY,"[""NORINYL 1+35"", ""NORTREL 1/35"", ""ORTHO NOVUM 1/35""]",,[],FBC,,[]
306,FLUOXETINE,"CAP,ORAL",,,30D,ORAL,,DAILY,"[""PROZAC""]",,"[""LOOK ALIKE SOUND ALIKE""]",FDEP,,[]
307,DIATRIZOATE,"SOLN,ORAL",,,30D,ORAL CONTRAST,,ONCE,"[""GASTROVIEW""]",,[],,,[]
308,METRONIDAZOLE,TAB,,,7D,ORAL,,BID,"[""FLAGYL""]",,"[""LOOK ALIKE SOUND ALIKE""]",FINF *AVOID ALCOHOL*,,[]
309,DESMOPRESSIN 0.01%,"SOLN,SPRAY,NASAL",,,30D,NASAL,,BID,"[""DDAVP""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
310,PROMETHAZINE,TAB,,,30D,ORAL,,Q6H,"[""PHENERGAN""]",,"[""HIGH RISK HIGH ALERT""]",FNV,,[]
311,SILVER NITRATE,APPLICATOR,,,30D,TOPICAL,,UD,[],,[],,,[]
312,ELECTROLYTES/PEG-3350,"PWDR,RENST-ORAL",,,30D,ORAL,,BEFORE PROCEDURE,"[""GOLYTELY""]",,[],*SEE PATIENT INFORMATION SHEET*,,[]
313,OCTREOTIDE 200MCG/ML,INJ,,,30D,SUBCUTANEOUS,,BID,"[""SANDOSTATIN""]",,[],,,[]
314,ZZ METHYSERGIDE,TAB,,"OCT 2,1999",,,,,[],,[],,,[]
315,FENTANYL,PATCH,,,3D,TRANSDERMAL,,Q72H,"[""DURAGESIC""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FPA,,[]
316,ISOTRETINOIN,"CAP,ORAL",,,30D,ORAL,,BID,"[""ACCUTANE""]",,"[""HAZARDOUS"", ""LOOK ALIKE SOUND ALIKE""]",WITH FOOD F ACNE,,[]
317,MORPHINE,"TAB,SA",,,3D,ORAL,,Q12H,"[""MS CONTIN"", ""ORAMORPH""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FPA,,[]
318,PROPAFENONE,TAB,,,30D,ORAL,,DAILY,"[""RYTHMOL""]",N/F,[],FOR HEART,,[]
319,ZZ CIPROFLOXACIN,"SOLN,OPH",,"FEB 24,2005",,OPHTHALMIC,,Q2H,[],,[],,,[]
320,PERMETHRIN 5%,"CREAM,TOP",,,30D,TOPICAL BODY,,ONCE,"[""ELIMITE""]",,[],LEAVE ON FOR 12 HOURS THEN WASH OFF.,,[]
321,COLESTIPOL,"GRNL,RCNST-ORAL",,,30D,ORAL,,DAILY,"[""COLESTID""]",,[],FOR CHOLESTEROL,,[]
322,ZZ POLYCOSE,"POWDER,ORAL",,"FEB 24,2009",,,,,[],,[],,,[]
323,ZZ BISMUTH SUBSALICYL/CALCIUM CARBONATE,"TAB,CHEWABLE",,"JUL 22,2019",,,,QID,"[""PEPTO BISMOL""]",,[],FOR 14 DAYS FINF,,[]
324,PREDNISONE,TAB,,,30D,ORAL,,DAILY,"[""DELTASONE"", ""ORASONE""]",,"[""LOOK ALIKE SOUND ALIKE""]",WITH FOOD,,[]
325,ZZ ALTRETAMINE,"CAP,ORAL",,"APR 1,2021",30D,,,QID,[],N/F,[],,,[]
326,MINOXIDIL,TAB,,,30D,,,BID,"[""LONITEN""]",N/F,[],,,[]
327,ZZ AMINOPHYLLINE,TAB,,"OCT 2,1999",,,,,[],,[],,,[]
328,TRICHLOROACETIC ACID,"SOLN,TOP",,,30D,TOPICAL,,UD,[],,[],,,[]
329,ZZ CEFACLOR,"PWDR,RENST-ORAL",,"OCT 25,1996",,,,,[],,[],,,[]
330,METOPROLOL TARTRATE,TAB,,,30D,ORAL,,BID,"[""LOPRESSOR""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",FBP,,[]
331,ZZ LITHIUM,SYRUP,,"JUN 16,2020",30D,ORAL,,BID,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
332,ACYCLOVIR,"CAP,ORAL",,,7D,ORAL,,5XD,"[""ZOVIRAX""]",N/F,[],,,[]
333,BETAXOLOL 0.25%,"SUSP,OPH",,,30D,OPHTHALMIC,,BID,"[""BETOPTIC-S""]",,[],FGL,,[]
334,ZZ DIAPHRAGM,DIAPHRAGM,,"FEB 11,2020",30D,VAGINAL,,UD,[],,[],,,[]
335,ZZ MESORIDAZINE BESYLATE,"LIQUID,ORAL",,"OCT 2,1999",,,,,[],,[],,,[]
336,DIHYDROERGOTAMINE 1MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,QHR,"[""DHE""]",,[],MAX OF 3MG/24HR,,[]
337,ZZ CEFTRIAXONE,"INJ,SOLN",,"MAY 12,2009",4D,IV PIGGYBACK,,Q24H,[],,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
338,CEFAZOLIN,INJ,,,7D,IV PIGGYBACK,,Q8H,"[""ANCEF"", ""KEFZOL""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
339,GENTAMICIN 40MG/ML,"INJ,SOLN",,,7D,IV PIGGYBACK,,Q24H,"[""GARAMYCIN""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
340,ZZ AMPICILLIN1,INJ,,"MAR 3,2014",4D,IV PIGGYBACK,,Q6H,[],,[],,,[]
341,DIPHTHERIA TOXOID/TETANUS TOXOID,INJ,,,30D,INTRAMUSCULAR,,ONCE,"[""DT"", ""TD ADULT""]",,[],&#92 GIVEN IN CLINIC,,[]
342,FOLIC ACID,TAB,,,30D,ORAL,,,"[""FOLVITE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
343,FOLIC ACID 5MG/ML,"INJ,SOLN",,,30D,INTRAVENOUS,,Q24H,"[""FOLVITE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
344,ATROPINE 0.4MG/ML,"INJ,SOLN",,,30D,INTRAVENOUS,,NOW,[],,[],,,[]
345,HYDRALAZINE 20MG/ML,"INJ,SOLN",,,30D,IV PUSH,,Q6H PRN,"[""APRESOLINE"", ""HYDRALAZINE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
346,LEVOTHYROXINE 500MCG/VIAL,INJ,,,30D,INTRAVENOUS,,DAILY,"[""SYNTHROID""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
347,MAGNESIUM OXIDE,TAB,,,30D,ORAL,,BID,"[""MAG-OX""]",,[],WITH FOOD AND FULL GLASS OF WATER,,[]
348,ZZ LEUPROLIDE,"INJ,SUSP-DRY,SA",,"FEB 26,2010",,INTRAMUSCULAR,,Q3M,[],N/F,[],,,[]
349,HYDROXYZINE 25MG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,Q4H,"[""ATARAX"", ""HYDROXYZINE""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,"[""INTRAMUSCULAR""]"
350,IOHEXOL,INJ,,,30D,INTRAVENOUS,,AS DIRECTED,"[""OMNIPAQUE""]",,[],,,[]
351,LABETOLOL 5MG/ML 20ML VIAL,"INJ,SOLN",,,30D,IV PUSH,,NOW,"[""NORMODYNE""]",,[],,,[]
352,ZZ FAT EMULSION,INJ,,"JUN 13,2010",,INTRAVENOUS,,UD,[],,[],,,[]
353,ZZ HALOTHANE,"LIQUID,INHL",,"FEB 14,2008",,INHALATION ORAL,,ONCE,[],,[],,,[]
354,AMMONIA,"INHL,NASAL",,,30D,NASAL,,AS DIRECTED,[],,[],,,[]
355,ZZ ALBUTEROL 2MG/5ML,SYRUP,,"JUN 14,2020",,ORAL,,Q6H,"[""PROVENTIL"", ""VENTOLIN""]",N/F,[],FBR,,[]
356,CYANOCOBALAMIN 1000MCG/ML,"INJ,SOLN",,,30D,INTRAMUSCULAR,,UD,"[""VITAMIN B12""]",,[],,,[]
357,ZZ CHLOROPROCAINE HYDROCHLORIDE,"INJ,SOLN",,"AUG 18,2005",,,,,[],,[],,,[]
358,BENZTROPINE 1MG/1ML,INJ,,,30D,INTRAMUSCULAR,,BID,"[""COGENTIN""]",,[],,,[]
359,ZZ ALCOHOL/DEXTROSE,"INJ,SOLN",,"FEB 13,2008",,,,,[],,"[""HIGH RISK HIGH ALERT""]",,,[]
360,FLUMAZENIL 0.5MG/5ML,INJ,,,30D,INTRAVENOUS,,AS DIRECTED,"[""MAZICON""]",,"[""LOOK ALIKE SOUND ALIKE""]",,,[]
361,ZZ ETHANOLAMINE OLEATE,"INJ,SOLN",,"MAR 1,2005",,,,,[],,[],,,[]
362,ESMOLOL 10MG/ML,INJ,,,30D,IV PUSH,,AS DIRECTED,"[""BREVIBLOC""]",,[],,,[]
363,IOTHALAMATE,"INJ,SOLN",,,30D,INTRAVENOUS,,ONCE,"[""CONRAY 400"", ""CONRAY-60"", ""CYSTO-CONRAY II""]",,[],,,[]
364,VECURONIUM,INJ,,,30D,INTRAVENOUS,,UD,"[""NORCURON""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
365,PROPOFOL 10MG/ML,INJ,,,30D,INTRAVENOUS,,UD,"[""DIPRIVAN""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
366,METOPROLOL 5MG/5ML,INJ,,,30D,IV PUSH,,UD,"[""LOPRESSOR""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
367,TESTOSTERONE CYPIONATE 200MG/ML,"INJ,SOLN",,,4D,INTRAMUSCULAR,,UD,"[""DEPO-TESTOSTERONE""]",,[],USE NEW VIAL FOR EACH INJECTION,,[]
368,LORAZEPAM 2MG/ML,INJ,,,4D,IV PUSH,,UD,"[""ATIVAN""]",,"[""HIGH RISK HIGH ALERT"", ""LOOK ALIKE SOUND ALIKE""]",,,[]
369,ALLOPURINOL,TAB,,,30D,ORAL,,DAILY,"[""ZYLOPRIM""]",,[],WITH PLENTY OF FLUIDS FGO,,[]
370,ADENOSINE 6MG/2ML,"INJ,SOLN",,,30D,INTRAVENOUS,,UD,"[""ADENOCARD""]",,"[""HIGH RISK HIGH ALERT""]",,,[]
371,ZZ ALTEPLASE 50MG,"INJ,SOLN",,"FEB 9,2011",,IV PIGGYBACK,,,[],,[],,,[]
372,CIMETIDINE,TAB,,,30D,ORAL,,BID,"[""TAGAMET""]",N/F,[],,,[]
373,ZZ OLSALAZINE,"CAP,ORAL",,"OCT 2,1999",,,,,[],,[],,,[]
374,BECLOMETHASONE DIPROPIONATE 0.042%,"INHL,NASAL",,,30D,INHALATION NASAL,,BID,"[""BECONASE AQ""]",,[],,,[]
375,PHYTONADIONE,TAB,,,30D,,,DAILY,"[""MEPHYTON"", ""VITAMIN K""]",,[],,,[]
376,ZZ PREDNISOLONE,TAB,,"MAR 8,2006",,ORAL,,UD,[],N/F,"[""LOOK ALIKE SOUND ALIKE""]",WITH FOOD,,[]
